longitude,latitude,housing_median_age,total_rooms,population,households,median_income,rooms_by_household,bedrooms_per_rooms,population_per_household,ocean_1,ocean_2,ocean_3,ocean_4,ocean_5,median_house_value
-1.1934897514720433e-15,1.1055522981439225,-0.9070873745097442,-0.8550494705864311,-0.6879844301865455,-0.7851084151555724,-0.42426503084342776,-0.24859640523712337,0.2473946712091355,0.32641344235901354,0.0,1.0,0.0,0.0,0.0,162500.0
-9.43689570931383e-16,1.1673089209696927,0.45607361620066195,-0.5026165016349009,-0.7641461737005145,-0.550413558995829,-0.7076085958827392,0.12835425251874727,0.4258607077050211,-0.6565252498248584,0.0,1.0,0.0,0.0,0.0,110800.0
-1.609823385706477e-15,1.2671901115625233,-1.6339763989588025,0.05915659690096757,0.13762309435498152,0.5022777372129391,-0.5889205534320894,-1.1200106113501425,1.0350289534270063,-0.9319493303129347,1.0,0.0,0.0,0.0,0.0,91500.0
6.38378239159465e-16,-0.7303648618285441,1.4071458238900956,-0.6659535842469656,-0.8035905388206153,-0.5088916279785293,0.1631995482410754,-0.487598781374001,-0.15860466433493997,-0.926244885742547,1.0,0.0,0.0,0.0,0.0,193000.0
7.216449660063518e-16,-0.8676876361198241,-0.16367414662158314,-0.4274094781774694,-0.4151874243273392,-0.19584895852133433,0.019123298143433026,-0.6617576036666114,0.6813947661753927,-0.6169355893804863,0.0,0.0,0.0,0.0,1.0,187500.0
1.4155343563970746e-15,-1.6060608835903751,-0.16367414662158314,0.8629245270609126,0.3066647484556386,0.3716122985466542,1.1330688242025357,1.208519135050492,-1.9814290965374837,-0.1060487231326961,1.0,0.0,0.0,0.0,0.0,220500.0
7.216449660063518e-16,-0.7111640262709997,1.1206490616525202,-0.35222852410534655,0.5359269620426546,-0.03771133537532095,-1.0780459385615913,-0.8797044514026502,0.8707782825589829,1.4536948149611484,1.0,0.0,0.0,0.0,0.0,153300.0
-1.4710455076283324e-15,0.993716642444627,1.1206490616525202,0.12026012406291431,-0.0625918635683001,-0.06973574446333462,0.7047802732284373,0.5252427651130237,-0.7371472976730308,0.0687421414906821,0.0,0.0,0.0,0.0,1.0,319000.0
7.494005416219807e-16,-0.8477530053389939,1.1927381960792658,-0.33022458665354937,-0.5682903731623852,-0.28223394023367093,0.44538048548925957,-0.13023734103236115,-0.19224318168153745,-0.8484427028222723,1.0,0.0,0.0,0.0,0.0,314700.0
-1.5265566588595902e-15,1.0384830191996506,1.4780211652373676,0.003730879044375096,-0.19123789708284603,-0.14662705000818432,0.1419239248057155,0.4225591045875732,-0.25293845226111705,-0.08219347206368362,0.0,0.0,0.0,0.0,1.0,320200.0
9.992007221626409e-16,-0.6857218618592745,0.38027213576806485,0.37907488582819293,0.6175101326099465,0.23817716693415308,0.082654939610468,0.4055434856508956,-0.4185368738896288,0.9906639975391209,0.0,1.0,0.0,0.0,0.0,135100.0
5.551115123125783e-16,-0.692065421539629,0.902401241973629,0.639977923125425,0.4017269034071822,0.32810150180194103,1.9442484821594073,0.8128883152140892,-1.5838950836743966,0.2541144638584557,1.0,0.0,0.0,0.0,0.0,500001.0
8.049116928532385e-16,-0.8279251692605056,-0.9937515507200391,0.2990555757112808,0.21002748368434998,-0.0877622467295477,1.3744003057226495,1.0102086747028274,-1.5286554276489088,0.8305736463751645,1.0,0.0,0.0,0.0,0.0,350400.0
1.3877787807814457e-15,-1.6301461315526136,-0.7365351334788437,0.008253103317287378,0.12978203000077454,0.5607336483651488,-1.0952600265856531,-1.4210108658064493,1.2991455745573741,-1.115815897845209,0.0,0.0,0.0,0.0,1.0,114400.0
8.604228440844963e-16,-0.6857218618592745,0.38027213576806485,0.9809509847434705,1.7916093073811454,1.1150499016497628,-0.2002592502842054,-0.1896765811329873,0.029698406631507634,1.4778094505194495,1.0,0.0,0.0,0.0,0.0,159900.0
-1.1657341758564144e-15,1.0248085812944976,-1.4439666105466422,2.9500435625333643,2.760974044795278,2.8946563620198034,0.7197103882463218,0.37424180435631144,-0.44988481706283223,-0.08960731986756765,0.0,1.0,0.0,0.0,0.0,192400.0
-1.2212453270876722e-15,0.9373132942352576,1.1206490616525202,-3.1897867256967545,-3.0827114424706563,-3.2360673202156445,3.1339066039545136,0.3791356428296025,-2.0201222352866632,0.9710653353861127,1.0,0.0,0.0,0.0,0.0,500001.0
-1.1934897514720433e-15,0.8757592314467642,-0.32398510721489243,0.6639562243864431,1.374419900694401,0.5737956948008934,0.6798245385733198,0.29508446240470454,-0.23762056550386473,1.7851668082900063,1.0,0.0,0.0,0.0,0.0,191900.0
1.4988010832439613e-15,-1.6382042634448566,-2.039521046201713,2.297101923660586,2.1812825602529826,2.207833308465496,0.6827237227947284,0.3898691270050705,-0.41593716028932415,0.08347406894886386,1.0,0.0,0.0,0.0,0.0,240900.0
1.4155343563970746e-15,-1.7114017631789344,-0.7365351334788437,-1.303526679657905,-1.44564147397329,-1.6745666262514616,1.399595941405223,1.1921810732802367,-0.00787263445202584,0.8257863081513401,0.0,0.0,0.0,0.0,1.0,273600.0
1.0824674490095276e-15,-0.9553215889499826,0.07248844548065105,-0.7612484928073484,-0.8420652506899595,-0.9600383866545285,1.3620076008701443,0.5728680473501718,-0.6573286574310366,0.3965362356522355,1.0,0.0,0.0,0.0,0.0,279800.0
-2.0539125955565396e-15,1.9246039990346893,-0.7365351334788437,-0.1381746814112467,-0.0317808049353776,-0.20739438031082227,-1.367423174886724,0.2040569281070741,0.3143982522421896,0.5278456009106881,1.0,0.0,0.0,0.0,0.0,50000.0
6.106226635438361e-16,-0.8213395720140171,-0.08440426775843639,0.07104145466736338,-0.11297732184267924,0.15364744230062805,0.6332918930909647,-0.17966439323351197,0.23418009680239413,-0.7054384259890404,1.0,0.0,0.0,0.0,0.0,316900.0
1.27675647831893e-15,-0.6478962279812487,1.7587412840179617,-0.3514378058513142,-0.8169532944680076,-0.6762491988200782,0.31726837532439833,0.9043682368906728,-1.1551948769724878,-0.4288455899217142,0.0,1.0,0.0,0.0,0.0,97300.0
-1.3322676295501878e-15,1.0213761660927996,-0.9070873745097442,0.19231170866859046,0.1106049994329929,0.3716122985466542,-0.33876404054539017,-0.4114876683538226,0.8254134746037226,-0.652769119033966,0.0,0.0,0.0,1.0,0.0,179900.0
-1.4710455076283324e-15,1.0554528799568448,1.7587412840179617,0.4027605038976397,-1.1246888647714852,-0.31877511713699463,0.7975610251312945,1.7993274548365823,0.07777259994400526,-2.7824686103865712,0.0,0.0,0.0,1.0,0.0,500001.0
8.604228440844963e-16,-0.808203519367537,-1.1701927074269634,-1.0987433627342569,-1.3236135372586366,-1.4778723129007867,2.335909482293691,1.1733503949348156,-1.48856210897715,0.5496303370424505,1.0,0.0,0.0,0.0,0.0,462800.0
6.938893903907228e-16,-0.7690758116186488,1.0482359652593418,-1.4023053085821462,-0.6477096823674164,-1.396656334290398,-2.5983264507481008,-0.08040090198473182,0.783984496869244,2.1859122685868466,1.0,0.0,0.0,0.0,0.0,99000.0
1.942890293094024e-16,0.44188932322808905,-1.5381183408497427,-0.1367755588407135,0.3066647484556386,0.07535289574753148,-1.691273586125466,-0.5532041703045998,0.5360176519406485,0.655343277220557,0.0,1.0,0.0,0.0,0.0,58400.0
-1.3322676295501878e-15,1.1252572898888762,1.0482359652593418,0.031971972315784344,-0.4441298947797324,-0.13916777870297062,0.3552539057723156,0.4767869884727991,-0.9540959769656012,-0.880876156966554,0.0,0.0,0.0,1.0,0.0,172400.0
-1.4155343563970746e-15,1.0856570688273466,1.7587412840179617,0.04656266732583291,-0.4349382264255773,-0.15411602738497704,-0.016929144282848408,0.5531838730996477,-0.35713712402652337,-0.8058451474897131,0.0,0.0,0.0,1.0,0.0,246200.0
5.828670879282072e-16,-0.7111640262709997,1.7587412840179617,-0.6300965656280103,-0.9612371772410552,-0.6218889515619341,1.0480165746624366,-0.04217220928012483,-0.0673448573158243,-1.1126742091773445,1.0,0.0,0.0,0.0,0.0,500001.0
-1.4155343563970746e-15,1.06556947213027,1.7587412840179617,0.5239475658929146,0.4585700034086841,0.9393981168321464,-0.5581088172958193,-0.9290033118195963,1.030402462183371,-1.1706649320199347,0.0,0.0,0.0,1.0,0.0,126900.0
6.106226635438361e-16,-0.6291339809234937,0.902401241973629,-0.34119141118609053,-0.48925468298841995,-0.12433726844342027,0.09484534519591951,-0.6037095585908286,0.32516305920785593,-1.074178105186233,1.0,0.0,0.0,0.0,0.0,222400.0
5.551115123125783e-17,0.582780972618504,0.38027213576806485,0.17882803883899434,0.8129091235012262,0.3251674981284369,-1.7140316539372875,-0.3295349589727051,0.28841843182583776,1.2170305339865573,0.0,1.0,0.0,0.0,0.0,51800.0
1.3600232051658168e-15,-1.6462772279346471,1.4071458238900956,-0.5078097149378279,-0.7365410004164213,-0.4505892258957521,-0.2454441770267256,-0.17434849980138428,0.3162106391244308,-0.8832867891368801,0.0,0.0,0.0,0.0,1.0,172700.0
6.106226635438361e-16,-0.7755680015328895,0.38027213576806485,-1.0787442320008345,0.1353860529101768,-0.7066445132987443,-0.059143560665882056,-1.2504107996000806,1.5449723516708986,2.162336639485368,1.0,0.0,0.0,0.0,0.0,152300.0
7.216449660063518e-16,-0.7432225940933508,0.7551557674660485,-0.9930538339277485,-0.04281426236207304,-0.4638745829811587,-1.5787197947871225,-1.7213255943157812,1.6452376446837447,1.1768539743473545,1.0,0.0,0.0,0.0,0.0,161800.0
-5.828670879282072e-16,1.4986308136210993,-1.081427893093771,0.9711022540052635,-0.6756238469873589,-0.6267604082429498,-0.3226936138698054,3.5061850513224755,0.3158345013615172,-0.12447720238415416,0.0,1.0,0.0,0.0,0.0,118800.0
6.661338147750939e-16,-0.8147656887163608,0.6064124091680587,-0.7724205122424932,-0.5865467417200404,-0.8450776878279058,1.0141644771441958,0.19275257181658276,-0.4687337018885329,0.803091020356811,1.0,0.0,0.0,0.0,0.0,136500.0
-4.996003610813204e-16,1.7722161737697255,-0.16367414662158314,-0.3761210381539482,-0.6083787270018277,-0.5597757507471504,-0.7406346852268239,0.5143889336843033,-0.3153395485559812,-0.11945267560042613,0.0,1.0,0.0,0.0,0.0,85600.0
-9.43689570931383e-16,1.3563494639373874,-1.351351948018859,-0.7867534846809946,-1.2636620165914627,-1.17660354250778,1.1853268415386287,1.147491433809432,-1.5572409395709998,-0.29609789139517323,0.0,1.0,0.0,0.0,0.0,187500.0
1.942890293094024e-16,0.523954662551298,-0.4050823423062827,-0.1986801649835957,-0.17135687951618173,-0.3065134723159281,-0.18361876593812979,0.3061182943785306,-0.24222994981374954,0.42269437236468466,0.0,1.0,0.0,0.0,0.0,92800.0
-1.6930901125533637e-15,1.2116318410903475,1.7587412840179617,-0.7094640145522421,-0.8537880352464521,-1.0773858421062381,-0.8509409185552776,1.0701741049014641,-0.786138980537748,0.7276081435725026,0.0,0.0,0.0,0.0,1.0,163500.0
6.661338147750939e-16,-0.8610309184697104,-0.7365351334788437,1.8918422321715744,2.0062583128609823,2.053100825638877,0.8043614448983613,-0.12801526387467244,0.3185132387070663,0.03435818446976788,1.0,0.0,0.0,0.0,0.0,218200.0
1.3322676295501878e-15,-1.654365177151191,1.7587412840179617,-0.7663170037449584,-0.511467601860389,0.03159751693634256,-1.2208100213933561,-2.4365187283638488,2.2580274296298413,-1.6300485718674331,0.0,0.0,0.0,0.0,1.0,200000.0
-1.0824674490095276e-15,1.5305018061329263,-0.48684912489684823,0.20801779956684385,0.10720080300956646,0.1408127504451188,-1.0066710745648093,0.21562303242527475,-0.2637847860360554,-0.034947845091938996,0.0,1.0,0.0,0.0,0.0,73800.0
-1.3600232051658168e-15,1.052069830682369,0.8289600699131671,-1.5458043232172614,-1.9251956711133602,-1.6938930925771756,0.8916543064200764,0.46470621712982785,-1.279144928129209,-0.9602459725857484,0.0,0.0,0.0,1.0,0.0,253000.0
-5.273559366969494e-16,0.8867456984178984,-1.081427893093771,0.9012440569084863,0.8080976482976969,1.4519313092480717,-0.6719762347891864,-1.146636865783259,0.8411113212603122,-1.4935372555228532,0.0,1.0,0.0,0.0,0.0,121600.0
6.106226635438361e-16,-0.6229020080154581,0.902401241973629,-0.06347449531792643,0.23037985637438552,0.3368782176679759,-0.32882331944047744,-1.0410293437940512,1.191345741595852,-0.22126090992621106,1.0,0.0,0.0,0.0,0.0,190800.0
-2.0816681711721685e-15,1.695659813304865,-0.9070873745097442,-0.10420803273748676,-0.3911806001459458,-0.27021357634005744,-0.998395292674325,0.4632441229560634,0.7884185962302211,-0.319985223628186,1.0,0.0,0.0,0.0,0.0,101900.0
8.326672684688674e-16,-0.9011512692852391,0.15015543169918694,-0.21760910909635028,0.14097378443656955,-0.00621346361503663,-0.2690595292578592,-0.565830519914083,0.8337731309116851,0.4461310060985323,1.0,0.0,0.0,0.0,0.0,184400.0
-9.992007221626409e-16,1.3033601232958365,1.0482359652593418,0.10011585828709568,-0.40164319601504167,0.08862084332755445,-0.3183553275675032,0.06657901619121431,-0.38976665749547923,-1.432071371933157,0.0,1.0,0.0,0.0,0.0,148800.0
7.216449660063518e-16,-0.8810371260417826,1.0482359652593418,-0.9801982626443577,-1.0496685834287691,-1.0646183836903131,-1.3861789158755888,0.2267612617387862,1.4477515951878597,0.06563828463218711,0.0,0.0,0.0,0.0,1.0,175000.0
5.828670879282072e-16,-0.7367879850834355,1.1927381960792658,-0.2628372457959578,-0.48925468298841995,-0.40700544523775917,0.6682823752299984,0.40419961353878087,-0.15594901536861772,-0.21321760426041866,1.0,0.0,0.0,0.0,0.0,355800.0
1.304512053934559e-15,-1.56621398502194,-0.7365351334788437,0.3073194319759728,-0.04650661567832095,-0.19584895852133433,1.823139878744964,1.2931890060938431,-2.1275257540959482,0.4575606282944813,0.0,0.0,0.0,0.0,1.0,363600.0
1.0824674490095276e-15,-0.6730685151822122,-2.1484467232633295,1.7116951071038349,1.6827958304736537,2.0308265538010732,0.011290119098393267,-0.47040759775887275,0.8421893026484409,-0.6281612537902073,0.0,1.0,0.0,0.0,0.0,127800.0
8.881784197001252e-16,-0.7951143225163865,-0.08440426775843639,0.003730879044375096,0.39291284785594727,0.22279140008544335,0.06744686739339847,-0.5463429016446543,0.5178272777524138,0.4975855026402038,1.0,0.0,0.0,0.0,0.0,196400.0
-1.1657341758564144e-15,0.735737913241675,1.3359785765266086,-0.626367491151092,-0.15560643692222062,-0.4461827053887732,-0.7526779662519654,-0.549617653173735,0.6226124687730381,0.8467215020422095,1.0,0.0,0.0,0.0,0.0,177800.0
-1.4710455076283324e-15,1.0418878990151321,1.7587412840179617,-2.418481226113369,-2.5052683734053796,-2.3826029967145868,-1.7562338702688918,-0.21533603106597904,1.2044160776309631,-0.5842227345484398,0.0,0.0,0.0,1.0,0.0,450000.0
6.661338147750939e-16,-0.7951143225163865,1.0482359652593418,-0.27187397278790726,0.1454323131723267,-0.16918421009624002,-0.6174718836561615,-0.27538439848974955,-0.06396769727955044,0.8794629227550698,1.0,0.0,0.0,0.0,0.0,101100.0
-1.0547118733938987e-15,1.3003720775037413,1.4071458238900956,0.1628745439376249,-0.05391332366207611,0.8994233026119469,-1.8311442498149413,-1.8386644323446728,1.8193962702725146,-2.644296651080659,0.0,1.0,0.0,0.0,0.0,141700.0
1.1934897514720433e-15,-0.7755680015328895,-0.16367414662158314,0.1521627397138062,0.21647754891413198,0.16321908872397775,0.02465846337368134,0.012886965473188851,0.33468076675900815,0.1994868846926919,0.0,1.0,0.0,0.0,0.0,113500.0
6.106226635438361e-16,-0.7561261172490477,1.1206490616525202,0.31226064404206216,-0.05638878190792724,0.2776369913043221,0.8389513701030382,0.1402903329311942,-0.3291371904339906,-0.8863763235330341,1.0,0.0,0.0,0.0,0.0,345900.0
-1.3877787807814457e-15,1.0622027006807953,1.7587412840179617,0.1841158087392116,-0.10915045564915894,-0.0769258641803635,1.1385613627021967,0.7041685469433568,-1.0128364296132986,-0.04266967323110189,0.0,0.0,0.0,1.0,0.0,340700.0
-1.3877787807814457e-15,1.0689308429929454,1.1927381960792658,0.6735594018047749,0.1894599248960803,0.5343642543512465,1.1888653594835166,0.410157157172027,-0.695357683810383,-0.8676306096717652,0.0,0.0,0.0,1.0,0.0,292300.0
8.881784197001252e-16,-0.8543859908330317,0.3040295014734955,-0.798106303763735,-0.24259865473812783,-0.5834033697323693,-0.7259575431108676,-0.6849971589556717,0.9247890403582785,0.9928479929193759,1.0,0.0,0.0,0.0,0.0,166900.0
-1.3600232051658168e-15,0.9337392467431318,0.6809771561378114,1.3767829894464705,0.8900030223057276,1.8392972069073663,0.29109585037626046,-0.8342147955628572,0.9885332526280417,-2.2173769960059464,0.0,0.0,0.0,1.0,0.0,394300.0
2.220446049250313e-16,-0.6166810644748296,0.8289600699131671,-2.864055905274105,-2.5817744899316106,-2.7347263021340367,-0.4100474581880501,-0.669308281554695,0.8839981239163692,0.7653543210382706,0.0,0.0,0.0,0.0,1.0,275000.0
-5.273559366969494e-16,0.8940402938271577,-1.6339763989588025,0.43647042853843854,0.0413388771652835,0.26255157378560995,0.10548924344422546,0.4870922545157831,-0.7004729594104959,-0.553689885959792,0.0,1.0,0.0,0.0,0.0,117200.0
-1.942890293094024e-16,0.688468934989675,0.7551557674660485,0.04908837172825586,-0.5832127844528786,-0.40700544523775917,1.238617141574275,1.2080934499245335,-1.5878142344476809,-0.5104271185905528,0.0,1.0,0.0,0.0,0.0,160100.0
9.159339953157541e-16,-0.6793895597401356,0.22732965505471475,-0.5165010505067698,-0.3499407852943032,-0.39413427975541365,0.09013215606191004,-0.36352927668126406,0.3445595623564983,0.16676067624824198,1.0,0.0,0.0,0.0,0.0,189600.0
9.43689570931383e-16,-0.8676876361198241,0.22732965505471475,-0.10626917877124305,-0.12065495668961988,-0.051878187379481536,0.2177492658488866,-0.12493062163095917,-0.010971653099509609,-0.145871218967984,1.0,0.0,0.0,0.0,0.0,196000.0
-6.661338147750939e-16,1.7145717555009456,-0.7365351334788437,-1.131821572497729,-1.7699285977481745,-1.6555061223472733,-0.3652833950787808,1.639757453530065,-0.05910876696549433,-0.4525495029705878,0.0,1.0,0.0,0.0,0.0,89400.0
7.494005416219807e-16,-0.6229020080154581,1.2645119704380048,0.2633882466258581,1.54697216999531,0.4995815355512073,-0.8913496493115043,-0.5433801031615569,0.9215892465932375,2.217957896811028,1.0,0.0,0.0,0.0,0.0,148800.0
2.220446049250313e-16,0.030628020837346382,-1.081427893093771,-0.5252378282511242,-0.5982674539828617,-0.7691203817126137,0.3732197206153282,0.6909063695366218,-1.1141404682950191,0.5451144919489076,0.0,1.0,0.0,0.0,0.0,130100.0
-1.4155343563970746e-15,1.06556947213027,1.7587412840179617,-0.49313721647450703,-0.3882026911921529,-0.05900117221122979,-1.856989252378842,-1.257696641106189,0.9797748333360432,-0.942173654457406,0.0,0.0,0.0,1.0,0.0,103900.0
-1.4988010832439613e-15,1.075637459022501,1.7587412840179617,0.8856718617844987,-0.018383264199780616,0.7197321722489752,1.2576887084366168,0.4779808847157066,-0.2525390062705801,-2.0206140562175854,0.0,0.0,0.0,1.0,0.0,500001.0
8.881784197001252e-16,-0.7951143225163865,-0.08440426775843639,0.23276385209574232,-0.4031429543944795,-0.39841444097653916,2.191752411972485,1.6156230490023216,-2.424800398823474,0.02268401207396466,1.0,0.0,0.0,0.0,0.0,411800.0
-1.0547118733938987e-15,1.2913794919660055,1.4071458238900956,0.08718170964572874,-0.5798853581195937,0.07535289574753148,-0.6671274094408055,0.06646849979128562,0.553803787676467,-2.0056311871227575,0.0,1.0,0.0,0.0,0.0,123000.0
-1.4710455076283324e-15,0.9586358758235201,-0.9937515507200391,1.90592588118896,1.7595810540007701,1.658089346525939,1.1788181938352098,0.6741560212335614,-0.9073865137279736,0.33111019536060887,0.0,0.0,0.0,0.0,1.0,345100.0
-1.304512053934559e-15,1.0856570688273466,-0.5693204800541992,1.2859061018183853,1.2107384869568745,2.1160957295638236,-0.2625956557847602,-1.6422147905918318,1.7165117057614327,-1.9960489711206348,0.0,0.0,0.0,1.0,0.0,114300.0
-8.604228440844963e-16,0.9586358758235201,0.6809771561378114,-0.6300965656280103,-0.9362672950812497,-0.9015481835382866,-0.21837979802930518,0.7784053981167924,-0.8100902800760331,-0.09450078505991763,0.0,1.0,0.0,0.0,0.0,170800.0
6.661338147750939e-16,-0.7755680015328895,0.9754898643274577,-0.4939967587150879,0.2431254427337975,-0.10962236344424027,-1.560035568620377,-1.1149104160346597,1.1687904946454466,0.9656923932453781,1.0,0.0,0.0,0.0,0.0,94200.0
1.27675647831893e-15,-0.6291339809234937,-0.9937515507200391,-3.85624204288381,-3.196758886619071,-3.626915619970503,0.6096556745674965,-1.2570132738648698,-3.33245792703238,2.5989523288610994,0.0,1.0,0.0,0.0,0.0,250000.0
-1.0269562977782698e-15,1.273266152034803,-1.7317477742332668,0.7492269695289527,0.5395818998358287,0.34852200564484265,0.01382182067467418,1.0125684004886748,-0.4626643253345527,0.5445601208305682,0.0,1.0,0.0,0.0,0.0,93100.0
8.049116928532385e-16,-0.808203519367537,-0.16367414662158314,0.18938870930732205,0.3761574196936216,0.09851308635877902,0.8291178582874555,0.2746072665324786,-0.9261951581558447,0.7665802094089558,1.0,0.0,0.0,0.0,0.0,220500.0
-1.1934897514720433e-15,1.6176665924929667,-1.7317477742332668,1.5142106631629244,1.4102131817685155,1.540248318618529,-0.2889081572902893,0.10267443208439597,0.1178685108400914,-0.180677661803341,0.0,1.0,0.0,0.0,0.0,116300.0
-1.887379141862766e-15,1.5252309094813663,-0.8213683371323663,0.8987930181780404,0.7052933550846479,0.8609966435435594,-0.6035142310145968,0.189108962068548,0.056499826715017715,-0.30321447595666984,1.0,0.0,0.0,0.0,0.0,124600.0
2.498001805406602e-16,0.045846646244098704,0.7551557674660485,-1.105048071118028,-0.6408031683968367,-0.8562179291216883,-1.4689263781396502,-0.8574758686798338,0.6898927337691957,0.6812433866384131,0.0,1.0,0.0,0.0,0.0,58100.0
8.881784197001252e-16,-0.9827004342137949,-0.16367414662158314,-0.39223658613232903,-0.9116837882796656,-0.161634987254291,-0.18590241723093942,-0.652138666525224,0.5299975119604585,-2.470504361670906,1.0,0.0,0.0,0.0,0.0,455000.0
-1.1934897514720433e-15,1.3794238133283114,0.6809771561378114,-2.104406536586922,-1.9169750790933626,-2.1406546674204177,-0.4397629512239463,0.08146294162749025,-0.4317986551846566,0.8984972416252375,0.0,1.0,0.0,0.0,0.0,275000.0
7.771561172376096e-16,-0.808203519367537,-0.08440426775843639,0.6621218490494268,1.1360109068728583,1.0384268514214208,-0.26342871649885796,-0.8032076250816148,1.000031296383387,0.31709344542359696,1.0,0.0,0.0,0.0,0.0,166600.0
1.27675647831893e-15,-1.4798319034247909,-1.081427893093771,-0.20085392175359068,-0.7093898458059401,-0.8730706174467868,1.5127040984373612,1.8103873063077913,-2.3226180679839263,0.5307657832605382,0.0,0.0,0.0,0.0,1.0,500001.0
-1.4710455076283324e-15,1.0282354437801904,0.902401241973629,-0.1536380585208258,0.2704593847366191,-0.08414325195861425,-0.3109062213637871,-0.17063732038397272,0.18036311932541058,0.9673409928520404,0.0,0.0,0.0,1.0,0.0,219100.0
6.938893903907228e-16,-0.7820718293313599,1.0482359652593418,-1.235721379579205,-0.3911806001459458,-0.8230196456584575,-2.2456953666976402,-1.4354902842282151,1.336012947496038,1.264370092525225,1.0,0.0,0.0,0.0,0.0,85400.0
-1.0269562977782698e-15,1.276297022198279,-1.081427893093771,2.609300453004593,2.6993384548772816,2.4867619325976635,-0.6580310547481647,0.4694093150757228,-0.17759088314316945,0.5467684639882064,0.0,1.0,0.0,0.0,0.0,107900.0
-1.4155343563970746e-15,1.1608961425007833,-0.005691041298817701,0.5209950414427952,0.4585700034086841,0.6429729698845881,-0.2609997722050653,-0.22195225080313008,0.638693565371789,-0.40186028959264003,0.0,0.0,0.0,1.0,0.0,103700.0
-1.4710455076283324e-15,1.8167924650823328,0.6064124091680587,-0.2553422293724894,-0.5339709932174156,-0.13173794102791148,-1.349343292636913,-0.3308562942530171,0.18799805904917813,-1.200864297279583,0.0,1.0,0.0,0.0,0.0,74800.0
2.498001805406602e-16,0.015330896760496503,0.6809771561378114,-0.649814858155981,-0.5999484773359441,-0.5929449692235801,-1.5574609088834934,-0.18778763304787707,0.04915020184068036,0.008389590580286396,0.0,1.0,0.0,0.0,0.0,53300.0
